ts,red,ir,green
1675891552086840,5910.0,57892.0,695.0
1675891552098840,5910.0,57892.0,695.0
1675891552110840,5910.0,57892.0,695.0
1675891552126839,5896.0,57897.0,688.0
1675891552138839,5896.0,57897.0,688.0
1675891552150839,5896.0,57897.0,688.0
1675891552166839,5890.0,57872.0,693.0
1675891552178839,5890.0,57872.0,693.0
1675891552190839,5890.0,57872.0,693.0
1675891552206839,5902.0,57881.0,679.0
1675891552217839,5902.0,57881.0,679.0
1675891552229839,5902.0,57881.0,679.0
1675891552246839,5897.0,57901.0,674.0
1675891552258839,5897.0,57901.0,674.0
1675891552270839,5897.0,57901.0,674.0
1675891552286839,5885.0,57905.0,683.0
1675891552298839,5885.0,57905.0,683.0
1675891552310840,5885.0,57905.0,683.0
1675891552326840,5892.0,57907.0,690.0
1675891552338840,5892.0,57907.0,690.0
1675891552350840,5892.0,57907.0,690.0
1675891552366839,5901.0,57872.0,688.0
1675891552378839,5901.0,57872.0,688.0
1675891552390839,5901.0,57872.0,688.0
1675891552406839,5910.0,57868.0,660.0
1675891552418839,5910.0,57868.0,660.0
1675891552430839,5910.0,57868.0,660.0
1675891552446839,5897.0,57886.0,700.0
1675891552458839,5897.0,57886.0,700.0
1675891552470839,5897.0,57886.0,700.0
1675891552486839,5897.0,57907.0,680.0
1675891552498839,5897.0,57907.0,680.0
1675891552509839,5897.0,57907.0,680.0
1675891552526839,5881.0,57901.0,697.0
1675891552538839,5881.0,57901.0,697.0
1675891552550839,5881.0,57901.0,697.0
1675891552565839,5904.0,57869.0,679.0
1675891552577839,5904.0,57869.0,679.0
1675891552589840,5904.0,57869.0,679.0
